Disposition,orbital_period,Transit_duration,Transit_depth,Planet_radius,Insolation_flux,Equilibrium_temp,Magnitude,Stellar_temperatureÂ ,Stellar_surface_ gravity,Stellar_radius,classification
FP,5.874197307,4.26585,206000,59.2,361.15,1112,14.857,6103,4.363,1.083,0
FP,19.7959731,5.342,334,3.47,249.43,1014,9.816,6731,4.043,1.876,0
FP,5.614892073,3.7294,2370,1192.79,66631.18,4097,11.925,4289,1.603,35.695,0
FP,3.905532605,6.8091,73100,21.37,253.21,1017,12.862,5495,4.543,0.798,0
FP,5.2438528,10.539,136,1.11,251.99,1016,15.656,5815,4.5,0.918,0
FP,6.474202359,3.35989,203000,28.96,62.47,717,14.998,4947,4.636,0.624,0
FP,8.4803048,7.5348,2670,4.13,86.01,777,15.736,5478,4.573,0.812,0
FP,8.947426242,4.89701,86000,45.87,401.11,1141,12.985,6297,4.155,1.506,0
FP,9.93443795,8.098,2750,35.54,112.23,830,15.777,5763,4.484,0.998,0
FP,2.173552528,1.6107,3030,23.51,260.75,1025,14.605,5008,4.663,0.594,0
FP,10.15771597,2.9526,9520,42.27,125.42,853,15.589,5993,4.489,0.986,0
FP,404.701927,3.981,236,1.94,1.85,298,12.236,6443,4.325,1.248,0
FP,0.779609509,4.013,88.5,1.07,4557.44,2097,15.211,5899,4.37,1.07,0
FP,2.103239235,7.08365,315000,64.15,1100.91,1470,14.169,6074,4.466,0.965,0
FP,15.24933591,3.82224,34600,45.92,138.77,875,13.593,6385,4.316,1.189,0
FP,4.816610903,3.82353,80200,26.15,287.3,1050,14.843,5796,4.472,0.904,0
FP,2.305903447,3.3828,23300,39.04,23214.46,3147,16.321,9696,4.033,2.492,0
FP,1.814128042,3.0646,2060,426.98,47891.79,3773,11.78,4822,2.662,12.899,0
FP,1.247121237,9.363,967,18.39,552.82,1237,13.704,4852,4.613,0.651,0
FP,4.128795314,2.771,155000,52,565.91,1244,13.1,5949,4.311,1.083,0
FP,3.269176601,2.7233,59100,164.61,781.57,1349,14.966,6372,4.453,1.015,0
FP,15.99509405,8.45037,44300,17.09,49.26,676,15.284,5899,4.574,0.805,0
FP,0.70914232,1.936,2560,7.27,1903.76,1685,14.677,5350,4.578,0.693,0
FP,9.86869589,2.876,5920,21.68,743.72,1332,10.656,7301,4.11,1.717,0
FP,0.978362973,1.206,37.1,1.04,13948.03,2772,12.34,7193,4.156,1.671,0
FP,15.0367776,3.042,504,8.02,4.96,381,15.665,3729,4.733,0.514,0
FP,22.16127178,3.699,5260,69.44,139.67,877,13.034,5893,3.945,1.745,0
FP,2.745121487,2.9845,14600,9.55,150.25,893,15.187,4608,4.648,0.658,0
FP,282.9656538,21.4259,468000,71.61,1.45,280,13.974,5999,4.494,0.959,0
FP,37.32030954,6.9616,4330,36.96,19.77,538,14.277,5910,4.505,0.94,0
FP,5.889372452,4.94674,56800,50.78,1951.4,1695,12.472,7249,3.993,2.071,0
FP,2.581595167,4.9153,171000,40.94,735.27,1328,15.35,5720,4.407,0.989,0
FP,0.566801886,5.733,5.9,0.54,52564.19,3862,10.238,7589,4.023,2.169,0
FP,180.71809,10.85,31.2,1.28,20.98,546,10.505,7608,4.08,1.991,0
FP,6.5583706,3.286,136,39.06,639.83,1283,10.609,6144,4.083,1.606,0
FP,434.39148,13.02,120,1.59,0.73,236,10.614,5971,4.514,0.868,0
FP,73.26417,5.54,38.4,1.32,27.47,584,11.026,5424,3.832,2.11,0
FP,681.9363102,7.94066,187000,61.52,0.56,220,11.3,6095,4.427,1.035,0
FP,0.705891195,5.281,15,1,134291.26,4884,11.321,10346,4.077,2.449,0
FP,377.88909,9.259,92.8,3.17,31.87,606,11.471,9030,3.822,3.218,0
FP,199.21638,9.23,62.5,2.36,58.73,706,11.472,8914,3.896,2.867,0
FP,121.70747,1.37,98.2,3.02,26.67,580,11.496,6362,3.858,2.27,0
FP,273.528359,22.346,409,115.4,22.75,557,11.575,7682,3.838,2.783,0
FP,3.88258905,2.741,57.8,0.78,426.41,1158,11.706,5780,4.438,1,0
FP,135.57186,9.94,41.2,0.83,8.77,439,11.766,6070,4.117,1.277,0
FP,173.06929,12.84,577,30.29,17.08,518,11.943,7296,4.103,1.818,0
FP,1.039046871,1.689,24.4,0.48,2348.45,1774,12.023,5689,4.422,0.976,0
FP,0.607538435,5.549,34.9,1.34,25377.69,3219,12.156,7076,4.147,1.691,0
FP,0.98762513,1.127,28.6,1.14,45704.5,3728,12.234,9456,4.172,2.022,0
FP,66.713573,4.487,63.9,0.98,22.47,555,12.301,6745,4.361,1.182,0
FP,135.223193,8.989,56.3,0.92,7.18,417,12.452,6181,4.279,1.227,0
FP,27.6775212,2.513,294,23.04,22.91,558,13.678,5797,4.563,0.828,0
FP,35.2340413,11.874,466,2.21,31.14,602,15.598,6295,4.456,1.014,0
FP,20.9794338,3.762,2390,24.76,17.28,520,15.486,5182,4.601,0.666,0
FP,15.6937855,5.149,368,1.99,76.79,755,15.281,5868,4.397,1.037,0
FP,20.73376301,5.8043,105000,54.58,45.6,663,17.474,5780,4.438,1,0
FP,63.571688,6.01,591,2.14,6.02,399,15.635,5504,4.572,0.819,0
FP,338.20075,15.23,678,2.08,0.59,223,15.65,5381,4.575,0.811,0
FP,1.303570451,2.28163,332000,235.58,12920.56,2720,15.832,4884,3.279,3.584,0
FP,3.72277264,15.869,1110,22.78,188.82,945,15.673,5333,4.633,0.688,0
FP,3.886730304,16.1723,372000,61.58,424.65,1158,16.81,5780,4.438,1,0
FP,49.5740154,63.196,8770,5.01,1.46,280,13.534,4040,4.714,0.527,0
FP,10.42360821,5.404,878,1.67,16.64,515,15.719,4260,4.663,0.58,0
FP,161.2529031,24.3711,94000,59.07,42.81,652,7.391,9341,4.222,1.87,0
FP,0.761119678,1.43,1110,27.81,18660.94,2977,7.899,6911,4.038,1.501,0
FP,94.212787,14.48,55700,35.89,30.09,597,7.899,6911,4.038,1.501,0
FP,1.330333096,5.045,61900,24.3,1691.25,1634,15.423,5984,4.521,0.906,0
FP,1.140133012,9.251,223,126.77,86385.22,4370,13.411,6715,3.211,5.97,0
FP,7.946367138,2.58667,278000,36.01,36.92,629,13.811,4789,4.678,0.573,0
FP,16.8320798,7.79748,48400,61.35,565.17,1243,13.125,6300,3.646,2.755,0
FP,7.346159047,6.5974,122000,44.48,114.57,835,15.63,5616,4.574,0.81,0
FP,26.2402438,3.024,174,1.16,27.36,583,14.68,5649,4.45,0.875,0
FP,10.73842724,2.3544,1680,6.96,394.4,1137,11.809,6180,4.007,1.686,0
FP,23.83238251,7.06068,279000,63.78,35.58,623,15.581,5722,4.454,1,0
FP,1.428766771,3.9753,92.2,1.01,2157.42,1737,14.701,6197,4.449,1.035,0
FP,14.5567427,1.421,185,1.38,89.02,783,14.927,6153,4.471,0.993,0
FP,1.106560721,2.64151,254000,47.63,2382.7,1782,15.415,6205,4.534,0.873,0
FP,0.721624431,2.54242,158000,40.61,1560.97,1604,14.424,5067,4.565,0.715,0
FP,10.81589054,4.73495,45400,32.48,328.64,1086,12.96,6269,4.109,1.508,0
FP,0.622303871,1.84,80.9,0.77,4050.15,2032,14.519,5672,4.447,0.853,0
FP,23.3924063,3.416,62.3,0.84,57.23,701,12.845,6221,4.4,1.05,0
FP,4.608901433,8.73393,379000,48.72,242.9,1007,15.322,5938,4.605,0.755,0
FP,3.326193904,2.08375,178000,14.72,17.41,521,14.888,3520,4.906,0.349,0
FP,12.82327546,5.32062,122000,44.29,72,743,15.626,5973,4.562,0.826,0
FP,37.18327633,14.0996,221000,55,29.41,594,13.84,5657,4.23,1.168,0
FP,5.065329723,4.90392,156000,60.35,705.6,1315,13.955,6350,4.233,1.286,0
FP,0.957079167,3.85011,48700,72.76,8421.62,2441,13.484,6367,4.133,1.468,0
FP,9.380632783,4.295,65800,46.72,120.99,846,15.435,5926,4.519,0.913,0
FP,10.06468789,3.59854,10100,30.11,50.11,679,14.674,5185,4.571,0.705,0
FP,7.73591011,5.01919,315000,50.46,99.92,806,12.408,5623,4.596,0.763,0
FP,3.359470825,2.14715,2710,129.93,8125.7,2421,12.983,6587,3.531,3.514,0
FP,20.72925511,7.53677,342000,53.87,24.47,567,14.807,5256,4.502,0.802,0
FP,3.04459739,7.638,66.1,0.62,317.36,1076,14.567,5525,4.603,0.753,0
FP,3.796448299,11.5917,523000,232.39,10412.56,2577,14.005,8117,3.748,3.07,0
FP,3.79654367,11.4071,70800,159.34,10412.56,2577,14.005,8117,3.748,3.07,0
FP,15.92699063,11.5142,394000,93.94,24.16,566,15.538,5191,4.615,0.65,0
FP,1.219049953,1.477,53.5,2.48,17862.9,2948,13.92,5742,3.521,3.374,0
FP,0.64585177,1.97644,309000,51.1,543.24,1234,15.33,4399,4.788,0.463,0
FP,1.70192371,3.0271,49800,40.15,1993.63,1704,12.533,5826,4.273,1.262,0
FP,1.20693963,6.881,20,0.97,15568.09,2847,12.317,7331,4.041,2.041,0
FP,3.008602107,4.34296,120000,56.15,768.47,1343,13.053,6033,4.398,1.026,0
FP,41.81145,2.208,302,1.4,12.88,483,15.017,5593,4.478,0.812,0
FP,0.846291334,1.79962,190000,30.8,562.86,1243,15.994,4627,4.721,0.526,0
FP,1.930451347,3.87956,53100,58.77,1637.68,1623,13.017,6154,4.399,1.168,0
FP,2.427967843,4.7847,127000,108.33,6328.22,2275,10.367,7652,4.104,1.921,0
FP,6.840305932,4.32742,125000,62.08,188.58,945,15.445,5970,4.521,0.908,0
FP,1.032967155,1.17,127,21.22,304226.71,5990,12.698,5283,2.352,18.959,0
FP,2.489550708,2.84685,29800,36.91,636.43,1281,13.669,6018,4.569,0.794,0
FP,2.980479588,3.72527,375000,70.52,833.83,1370,14.647,6065,4.377,1.047,0
FP,4.81712182,2.45699,35800,43.45,170.42,922,15.973,5419,4.581,0.795,0
FP,2.479948394,5.7219,151000,35.62,441.85,1169,14.742,5391,4.539,0.822,0
FP,1.58742695,2.66475,76200,37.64,3023.98,1893,13.296,6440,4.313,1.241,0
FP,19.66840482,21.1764,353000,42.91,22.36,555,13.486,5260,4.56,0.717,0
FP,0.968065631,1.772,92.5,0.68,1157.58,1487,15.247,5367,4.639,0.687,0
FP,0.824181335,2.4864,225,18.2,3155.32,1912,14.638,5977,4.514,0.883,0
FP,2.45261841,1.9,85.5,0.69,355.92,1108,15.223,5216,4.564,0.751,0
FP,0.706423768,1.0597,46.1,1.16,15425.08,2845,12.892,6514,4.09,1.585,0
FP,25.9534494,6.001,529,2.06,22.3,554,15.79,5591,4.559,0.86,0
FP,3.49550335,3.799,60.9,0.66,322.8,1081,14.248,5582,4.551,0.85,0
FP,25.95193721,15.9897,399000,123.34,157.59,904,9.277,6569,4.008,1.729,0
FP,31.02431043,7.63621,96500,93.29,88.89,783,12.512,6011,3.998,1.741,0
FP,0.634131057,2.851,27.1,0.58,9062.53,2488,12.939,6428,4.345,1.109,0
FP,1.992098705,4.03833,69400,45.85,1006.31,1435,14.985,6024,4.523,0.9,0
FP,1.78752921,5.315,62.9,5.86,52997.01,3868,11.8,6286,3.056,7.342,0
FP,1.77555333,14.41,83.5,1.26,2402.56,1786,13.335,6594,4.39,1.138,0
FP,5.462689263,3.2605,4180,36.25,260.14,1024,13.266,5929,4.479,0.888,0
FP,3.58966681,18.534,421,95.86,7969.78,2410,13.391,6564,3.515,3.837,0
FP,1.37347867,12.62,290,4.25,9313.26,2505,12.821,6877,4.028,1.753,0
FP,1.00960235,7.847,31.9,1.94,16358.66,2885,13.572,6028,3.724,2.412,0
FP,1.060996585,2.6494,41100,64.99,3542.31,1968,14.34,5433,4.154,1.348,0
FP,2.735152701,0.1046,283,3.27,1875.08,1679,13.911,6333,4.198,1.523,0
FP,9.459993213,5.3012,238000,51.89,81.31,766,12.989,5569,4.566,0.829,0
FP,1.208524388,1.8478,4760,26.71,647.48,1286,15.349,4963,4.63,0.701,0
FP,3.79187443,3.5521,231000,47.49,240.31,1004,13.764,5622,4.619,0.723,0
FP,17.84432316,5.07999,222000,90.67,138.25,874,13.745,5993,4.114,1.485,0
FP,34.6506368,10.287,503,12.35,476.15,1191,12.954,6681,3.465,4.185,0
FP,12.64330354,5.48853,237000,34.94,9.07,443,15.701,3977,4.697,0.562,0
FP,1.36293943,10.32,54.4,31.28,11346.02,2630,13.658,6831,3.971,2.106,0
FP,185.103836,4.19,581,14.63,47.72,670,13.623,4992,2.921,6.226,0
FP,1.267693801,3.57993,334000,64.84,1572.85,1606,13.62,5446,4.388,0.961,0
FP,7.002865192,5.90232,350000,75.09,486.09,1197,13.934,6818,4.357,1.216,0
FP,0.85450941,3.723,13.7,0.35,3269.09,1928,12.812,5922,4.454,0.921,0
FP,30.13013,13.4919,281000,83.75,76.07,753,13.076,6674,4.286,1.347,0
FP,9.12208711,4.62417,58800,52.66,157.73,904,13.666,5857,4.396,1.039,0
FP,366.71923,9.8,246,3.35,5.09,383,13.302,6295,3.907,2.049,0
FP,6.373454978,3.9377,6080,51.6,441.1,1169,13.583,5953,4.161,1.254,0
FP,1.075577069,4.11779,141000,69.11,4551.51,2094,13.893,6011,4.217,1.267,0
FP,0.811390968,1.0114,140,14.74,153237.23,5043,11.817,4994,2.682,12.487,0
FP,14.6494599,2.883,221,1,25.65,574,15.376,5017,4.585,0.688,0
FP,321.00742,13.01,307,3.7,3.59,351,13.636,5258,3.771,2.004,0
FP,27.81892382,8.3777,238000,50,32.75,610,15.325,6126,4.513,0.915,0
FP,8.467706136,4.05376,77300,43.98,120.02,844,14.408,5873,4.554,0.843,0
FP,24.70361995,6.9719,218000,30.13,10.99,464,15.517,5030,4.665,0.65,0
FP,5.1348689,48.69,116,16.17,276.25,1040,14.49,5515,4.357,1.001,0
FP,5.251918489,5.59653,296000,51.51,299.43,1060,14.912,6099,4.511,0.919,0
FP,3.62944008,5.94104,130000,40.08,787.91,1351,12.789,6284,4.355,1.093,0
FP,43.26330502,10.0915,359000,62.75,15.38,505,14.977,5623,4.4,0.917,0
FP,6.042029838,8.0666,133000,23.94,66.7,729,13.373,5030,4.67,0.587,0
FP,2.892087553,3.16757,71600,47.55,531.42,1225,15.599,5622,4.443,0.924,0
FP,5.40597608,2.79,461,31.78,14885.1,2818,12.504,4840,2.56,15.355,0
FP,0.510804497,2.539,42.7,1.58,40925.32,3622,11.513,6596,3.913,2.176,0
FP,0.645850521,1.2082,54.9,0.69,3366.81,1941,14.107,5381,4.426,0.911,0
FP,18.84497113,4.9442,4140,5.35,21.89,552,15.695,5220,4.578,0.695,0
FP,14.75947767,9.7746,357000,76.06,130.69,862,13.822,6522,4.407,1.105,0
FP,10.47625827,7.77203,120000,54.13,318.44,1077,12.421,6109,4.097,1.536,0
FP,1.588298157,4.37027,165000,120,13941.82,2773,12.186,7742,4.024,2.094,0
FP,1.58826263,2.655,78.9,0.47,130.67,862,15.455,3931,4.717,0.544,0
FP,3.909314318,5.36124,97100,42.54,819.78,1364,14.618,6425,4.341,1.143,0
FP,0.79708975,3.301,19.3,0.54,6174.2,2262,13.391,6056,4.271,1.196,0
FP,8.5412411,3.654,299,1.4,81.55,767,15.661,5602,4.614,0.732,0
FP,1.013922622,1.6393,35000,31.98,883.9,1392,15.856,5110,4.618,0.647,0
FP,17.91874306,4.36387,118000,56.94,186,942,13.776,5870,3.903,1.63,0
FP,2.287515702,10.0879,359000,86.76,2484.21,1801,13.99,6773,4.306,1.391,0
FP,659.2907,22.106,338,4.66,2.53,322,10.629,6917,4.05,1.837,0
FP,24.84708721,7.28274,318000,52.38,24.75,569,14.608,5644,4.55,0.854,0
FP,20.86785566,5.73122,82600,53.53,62.09,716,14.492,6095,4.378,1.016,0
FP,3.401949837,16.5797,2480,14.32,4391.35,2076,12.471,7094,3.905,2.17,0
FP,2.252822538,3.41062,270000,57.6,1078.82,1462,13.387,6116,4.431,0.951,0
FP,2.25284817,3.069,60,8.61,3351.24,1940,13.178,6850,4.196,1.53,0
FP,5.39525573,7.8377,104000,152.74,3721.55,1992,10.143,7216,3.768,2.804,0
FP,0.939740093,3.682,107,34.87,635197.09,7200,10.147,4297,1.663,33.474,0
FP,265.299451,4.563,4950,7.1,1.25,270,15.518,5873,4.547,0.863,0
FP,265.310499,4.013,1530,4.69,1.81,296,15.279,6108,4.471,0.997,0
FP,35.4261827,4.393,318,153.72,5712.61,2217,11.925,4289,1.603,35.695,0
FP,8.460438928,4.73492,76400,36.62,98.6,804,14.813,5951,4.638,0.702,0
FP,4.318726936,2.67349,59400,29.74,334.31,1091,15.69,5896,4.518,0.916,0
FP,76.45315813,5.1822,9660,22.89,1.7,291,15.312,4831,4.713,0.54,0
FP,7.698431197,5.43677,42500,42.72,140.16,878,15.451,5774,4.508,0.876,0
FP,0.504296702,1.4145,6000,50.41,12445.73,2694,13.318,6140,4.243,1.187,0
FP,5.194256813,7.25775,38900,41.77,1349.96,1546,12.739,6100,3.895,2.086,0
FP,61.42252657,3.76585,338000,41.01,2.66,326,14.951,4867,4.687,0.613,0
FP,9.761172507,11.4007,206000,95.58,729.48,1325,13.773,6468,3.893,2.048,0
FP,1.061008464,2.8029,409000,32.58,238.59,1002,13.349,4239,4.793,0.454,0
FP,5.8957069,56.84,130,32.41,238.37,1002,14.087,5956,4.504,0.934,0
FP,1.039370613,1.0713,744,12.6,28690.6,3320,13.028,6429,3.615,3.137,0
FP,2.31169425,8.689,38.4,1.76,24113.62,3178,13.234,9451,3.97,2.679,0
FP,2.072177815,4.54864,294000,46.55,495.23,1204,15.08,5519,4.621,0.718,0
FP,3.34328534,27.29,167,64,4535.97,2094,13.276,6541,3.773,2.652,0
FP,0.905678252,1.249,70.4,0.78,3074.42,1901,14.92,6075,4.501,0.909,0
FP,0.905672916,1,110,0.76,1096.04,1468,15.283,4949,4.552,0.741,0
FP,0.790046373,4.9939,149000,56.93,9873.85,2541,14.838,6785,4.321,1.342,0
FP,1.804591904,3.85009,137000,80.87,3221.97,1923,13.877,6271,4.178,1.515,0
FP,1.14073528,2.394,13.5,0.68,24512.67,3190,12.5,8847,4.2,1.685,0
FP,3.31976683,4.523,48,0.7,626.66,1276,14.644,6100,4.438,0.94,0
FP,0.52880817,2.2865,57.7,1.84,37880.12,3558,13.274,6224,3.815,2.368,0
FP,0.700606479,0.993,23.5,1.22,28551.69,3312,12.609,6280,3.795,2.449,0
FP,9.469191607,9.55999,63500,49.17,1875.84,1679,13.292,9454,4.244,1.832,0
FP,15.53753378,5.8262,209000,40.9,54.73,694,14.875,5704,4.476,0.868,0
FP,2.172042913,8.0331,154000,100.79,5231.88,2169,13.908,7128,4.105,1.775,0
FP,6.35216475,3.251,186,18.1,12523.45,2698,11.673,4820,2.471,13.654,0
FP,0.705174384,1.11196,375000,366.76,75.23,751,15.815,3354,5.031,0.25,0
FP,38.05814006,8.82403,309000,94.1,69.39,736,12.178,6894,4.25,1.419,0
FP,4.800232532,3.57105,277000,48.67,184.84,941,15.431,5591,4.59,0.756,0
FP,1.74336627,10.405,451,140.49,4006.15,2029,13.142,6640,4.208,1.478,0
FP,1.507100589,5.8097,498000,131.16,7555.78,2378,14.15,6919,4.099,1.748,0
FP,0.758355704,4.4135,9570,8.78,2292.94,1765,15.617,5629,4.586,0.783,0
FP,0.898837525,3.5342,400000,57.14,1609.86,1615,15.3,5284,4.518,0.807,0
FP,11.9311316,5.56983,301000,93.46,112.47,831,14.378,6089,4.449,0.959,0
FP,11.93137992,3.639,122,0.56,7,415,14.003,3787,4.742,0.505,0
FP,27.5338034,3.96227,48200,50.02,85.95,777,12.921,5925,4.052,1.611,0
FP,12.4964346,84.32,272,55.34,899.44,1397,13.054,6821,3.805,2.73,0
FP,1.352576807,5.49531,317000,161.02,15932.27,2866,13.106,6881,3.831,2.406,0
FP,13.25413407,4.34991,45000,58.51,227.51,990,13.876,6175,4.111,1.436,0
FP,1.922009494,3.101,6550,48.61,1534.66,1596,14.738,5880,4.296,1.087,0
FP,10.18657875,10.6304,341000,67.45,93.53,793,14.846,5557,4.448,0.916,0
FP,32.00381564,4.31197,17100,180.25,201.25,960,13.396,5260,3.459,4.062,0
FP,1.250390814,3.7184,231000,101.37,7420.89,2367,12.64,6297,4.006,1.663,0
FP,5.748815953,1.9216,11700,26.94,96.29,799,15.311,4961,4.545,0.753,0
FP,0.517573708,2.23102,87200,37.02,2827.01,1863,15.777,5427,4.633,0.7,0
FP,24.70932686,5.0698,29300,25.1,45.33,662,13.737,6065,4.427,1.023,0
FP,13.68369259,4.22504,186000,30.6,38.37,635,11.544,5359,4.566,0.708,0
FP,9.726748645,19.4093,393000,277.38,233.38,997,13.04,5618,4.107,1.406,0
FP,0.691561191,5.23,1900,5.91,1074.31,1460,14.353,4892,4.669,0.586,0
FP,1.35337091,2.2396,105000,26.69,1031.53,1444,14.956,5426,4.511,0.784,0
FP,1.854491777,5.14771,383000,63.08,1232.64,1511,13.344,5843,4.413,0.99,0
FP,4.737713268,6.384,105000,29.25,143.54,882,14.176,5335,4.624,0.719,0
FP,2.49777454,5.241,78.7,2.14,6214.34,2264,12.321,7117,3.964,2.211,0
FP,1.51264208,1.871,23800,36.72,801,1357,15.724,5258,4.508,0.811,0
FP,323.2575,17.26,287,2.01,1.73,293,13.011,5866,4.301,1.198,0
FP,0.984971822,1.64247,6680,56.1,6852.37,2321,13.548,6437,4.237,1.369,0
FP,567.71329,12.85,259,3.28,2.64,325,13.24,6248,3.924,1.996,0
FP,9.31392071,0.971,164,1.25,144.19,884,14.574,6032,4.485,0.973,0
FP,2.32539968,16.791,288,9.76,9234.82,2501,11.661,7046,3.831,2.724,0
FP,0.764597756,1.119,16.6,0.72,12721.72,2708,11.215,6218,4.066,1.726,0
FP,4.101595158,6.10362,367000,51.08,264.23,1028,14.162,5610,4.533,0.808,0
FP,2.43574046,22.25,6220,24.62,4614.94,2102,14.141,7239,4.129,1.781,0
FP,2.756536015,1.5908,3590,57.46,1472.73,1580,13.485,5496,4.02,1.669,0
FP,13.99585365,5.0308,19700,368.42,493.55,1202,12.12,5638,3.597,2.703,0
FP,4.320850062,4.26661,75900,59.16,524.62,1221,13.928,6098,4.384,1.083,0
FP,8.6532378,2.974,126,0.96,93.75,793,14.815,5561,4.561,0.854,0
FP,5.197420145,6.78534,91300,81.49,949.86,1416,13.961,6248,4.05,1.528,0
FP,2.183517999,4.2703,1320,4633.66,2169685.72,9791,11.296,3198,0.047,162.725,0
FP,383.61248,12.263,619,2.3,0.9,248,14.481,6011,4.522,0.902,0
FP,1.945914237,2.8712,9880,35.94,955.56,1417,15.439,5967,4.516,0.83,0
FP,2.500560859,7.5902,20.4,0.48,1149.55,1486,15.039,6305,4.422,1.052,0
FP,1.25625738,9.726,15.2,1.32,35745.58,3507,11.857,7450,3.68,3.063,0
FP,21.14245855,5.17846,74000,41.68,48.12,672,14.083,6079,4.495,0.945,0
FP,0.99519559,2.293,13.7,0.29,1642.44,1624,10.291,5506,4.512,0.782,0
FP,25.15078845,7.72717,37600,39.12,52.23,686,15.048,6015,4.329,1.101,0
FP,7.21636091,2.218,385,18.03,5009.17,2146,10.916,5029,2.909,9.476,0
FP,12.59165638,5.53385,303000,49.21,40.23,642,14.832,5293,4.604,0.756,0
FP,1.044408447,3.633,46.2,1.17,13421.48,2745,11.865,7274,4.161,1.698,0
FP,0.97705114,2.33,20.1,0.77,9261.1,2501,13.566,6527,4.162,1.631,0
FP,5.407157086,5.8919,74700,125.96,3667.86,1984,11.3,7617,3.856,2.439,0
FP,30.97176647,8.31171,229000,51.72,17.73,523,15.596,5633,4.558,0.829,0
FP,5.06318803,13.8913,663000,302.18,160.52,908,15.001,5375,4.531,0.752,0
FP,10.88242209,5.51934,207000,63.14,150.98,894,12.068,6200,4.422,1.045,0
FP,1.926366998,3.98088,400000,53.63,497.84,1204,15.138,5176,4.542,0.76,0
FP,2.325185422,7.2871,269,81.88,46102.7,3738,10.052,11076,3.989,2.896,0
FP,40.87784199,9.88456,256000,164.06,166.06,915,11.663,6807,3.848,2.59,0
FP,36.75892725,15.5723,262000,51.31,25.82,575,13.676,6085,4.438,0.979,0
FP,0.536869783,4.164,222,1.81,11576.28,2645,14.801,6495,4.379,1.168,0
FP,0.843400322,1.7606,43.7,0.65,3371.24,1941,13.018,5982,4.493,0.96,0
FP,17.04215521,7.80412,55200,24.93,78.98,760,15.252,6197,4.449,1.035,0
FP,0.874236216,2.352,58.4,3.46,344046.45,6177,13.752,10894,3.667,4.378,0
FP,0.60886299,1.27896,2020,158.5,42225.89,3651,13.886,5022,3.311,4.167,0
FP,4.43529675,2.117,182,1.15,261.33,1026,15.738,5659,4.511,0.842,0
FP,0.88512187,3.349,136,1.05,1797.86,1659,15.871,5392,4.521,0.819,0
FP,1.734221252,2.4577,290000,42.06,363.79,1114,15.726,4765,4.584,0.702,0
FP,5.776764285,6.99715,154000,117.51,1336.82,1542,13.356,6263,3.875,2.072,0
FP,1.26227317,3.30141,7340,369.2,48665.04,3790,11.516,4927,2.882,9.356,0
FP,0.76757669,2.04757,158000,34.23,1294.42,1530,14.952,5182,4.635,0.627,0
FP,5.860377067,10.4634,362000,78.14,475.44,1191,13.955,6267,4.284,1.158,0
FP,5.801881299,4.21133,34500,62.9,3784.87,2001,12.368,7259,3.739,3.009,0
FP,4.00770453,5.50884,169000,92.08,1969.22,1699,13.251,7162,4.185,1.631,0
FP,6.099032889,4.82208,55400,36.68,462.81,1183,13.745,6356,4.297,1.141,0
FP,0.652956712,0.627,50,0.76,4984.96,2146,13.506,5812,4.419,1.055,0
FP,13.69179001,5.64674,97600,49.2,230.66,994,13.275,6295,4.158,1.554,0
FP,21.57050843,13.8604,134000,63.68,171.91,923,12.462,6322,4.003,1.692,0
FP,14.19984009,5.98531,215000,85.76,159.99,907,13.135,5864,4.139,1.414,0
FP,2.136834989,4.34882,346000,66.59,948.25,1415,14.902,5753,4.42,0.989,0
FP,2.51690133,2.521,59.6,0.97,986.6,1430,14.587,5403,4.201,1.284,0
FP,9.296746368,6.88069,214000,400.4,1370.16,1552,13.211,6461,3.67,2.884,0
FP,18.0600782,11.5759,59000,20.71,34.4,618,14.724,5330,4.464,0.855,0
FP,18.74072534,5.19791,125000,35.61,62.46,717,15.861,6122,4.471,0.996,0
FP,0.93371313,2.971,66,0.69,1724.34,1642,15.788,5436,4.548,0.869,0
FP,0.93373716,5.015,145,1.14,1811.1,1666,15.926,5390,4.479,0.852,0
FP,0.933735579,3.892,351,10.28,43890.28,3696,13.505,5016,3.013,5.344,0
FP,58.28819056,21.6014,156000,42.57,10.79,462,14.231,5463,4.353,1.044,0
FP,3.989144446,20.7947,631000,60.26,233.19,996,14.404,5538,4.555,0.719,0
FP,32.77897303,19.1378,410000,69.08,28.29,588,14.52,6122,4.487,0.964,0
FP,28.48710734,3.77887,37700,116.84,202.98,963,13.363,6351,3.814,2.385,0
FP,8.61733907,4.05563,186000,51.79,94.74,796,15.257,5387,4.482,0.87,0
FP,2.16146908,3.643,84.8,0.95,1155.45,1487,15.535,6047,4.422,1.013,0
FP,10.26782676,6.02685,247000,73.59,393.02,1136,13.691,6664,4.176,1.44,0
FP,1.057335679,1.5795,47300,14.59,623.51,1276,15.414,4664,4.594,0.683,0
FP,1.149198426,4.1603,37700,42.03,1922.43,1690,14.554,5858,4.486,0.867,0
FP,2.50012775,28.2,49.9,1.66,3611.69,1977,11.27,6923,4.12,1.664,0
FP,1.40469182,6.26327,702000,217.25,6187.57,2263,13.821,6230,4.043,1.863,0
FP,10.30698279,11.4277,342000,81.21,200.8,960,13.545,5912,4.225,1.217,0
FP,1.109841858,8.11952,301000,177.78,17830.7,2944,14.52,5788,3.607,3.211,0
FP,7.234965722,7.0245,165000,34.03,119.12,843,16.981,5653,4.573,0.798,0
FP,7.45301717,3.685,552,37.37,10730.53,2595,14.158,4475,2.329,16.755,0
